on,contain,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65  1]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'wear']"
on,drive,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65  1]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'wear']"
on,drive on,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,taller than,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,eat,[1],['wear']
on,park on,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,lying on,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65  1]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'wear']"
on,pull,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,talk,[1],['wear']
on,lean on,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,fly,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,face,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,play with,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,sleep on,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,outside of,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,rest on,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,follow,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
on,hit,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,feed,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,kick,[22 46 49 50],['in' 'inside' 'contain' 'drive']
on,skate on,[22 46 49 50],['in' 'inside' 'contain' 'drive']
wear,on,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,wear,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69 27 30 39 48 53 57  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25
 26 28 32 33 37 40 44 45 51 52 59 60 61 63 65 42 55 22 46 49 50]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'hold' 'with' 'use' 'across' 'eat' 'talk' 'above' 'behind' 'stand behind'
 'sit behind' 'park behind' 'in the front of' 'under' 'stand under'
 'sit under' 'near' 'walk to' 'walk' 'below' 'beside' 'walk beside' 'over'
 'by' 'on the left of' 'on the right of' 'look' 'at' 'watch' 'against'
 'drive on' 'taller than' 'fly' 'face' 'play with' 'outside of' 'follow'
 'cover' 'lying on' 'in' 'inside' 'contain' 'drive']"
wear,has,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,next to,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,sleep next to,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,sit next to,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,stand next to,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,park next,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,walk next to,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,above,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,behind,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,stand behind,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,sit behind,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,park behind,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,in the front of,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,under,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,stand under,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,sit under,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,near,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,walk to,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,walk,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,walk past,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,in,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65  1]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'wear']"
wear,below,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,beside,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,walk beside,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,over,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,hold,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65 42 55 22 46 49 50]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'cover' 'lying on' 'in'
 'inside' 'contain' 'drive']"
wear,by,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,beneath,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,with,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65 42 55 22 46 49 50]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'cover' 'lying on' 'in'
 'inside' 'contain' 'drive']"
wear,on the top of,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,on the left of,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,on the right of,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,sit on,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,ride,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,carry,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,look,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,stand on,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,use,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65 42 55 22 46 49 50]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'cover' 'lying on' 'in'
 'inside' 'contain' 'drive']"
wear,at,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,attach to,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,cover,"[ 0  2  3  4  5  6  7  8 21 29 31 34 35 36 38 41 43 47 54 56 58 62 64 66
 67 68 69  9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40
 44 45 51 52 59 60 61 63 65 22 46 49 50]","['on' 'has' 'next to' 'sleep next to' 'sit next to' 'stand next to'
 'park next' 'walk next to' 'walk past' 'beneath' 'on the top of' 'sit on'
 'ride' 'carry' 'stand on' 'attach to' 'touch' 'adjacent to' 'park on'
 'pull' 'lean on' 'sleep on' 'rest on' 'hit' 'feed' 'kick' 'skate on'
 'above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive']"
wear,touch,"[ 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 28 32 33 37 40 44 45 51
 52 59 60 61 63 65 22 46 49 50 42 55]","['above' 'behind' 'stand behind' 'sit behind' 'park behind'
 'in the front of' 'under' 'stand under' 'sit under' 'near' 'walk to'
 'walk' 'below' 'beside' 'walk beside' 'over' 'by' 'on the left of'
 'on the right of' 'look' 'at' 'watch' 'against' 'drive on' 'taller than'
 'fly' 'face' 'play with' 'outside of' 'follow' 'in' 'inside' 'contain'
 'drive' 'cover' 'lying on']"
wear,watch,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
wear,against,[22 46 49 50 42 55],['in' 'inside' 'contain' 'drive' 'cover' 'lying on']
